id,title,age_cat,rating_cat,genre_cat,runtime_cat,popularity_cat,score_cat,budget_cat,budget_efficiency_cat,director_age_cat,director_experience_cat,director_is_acclaimed,director_is_panned,director_efficiency_cat,star_age_cat,star_experience_cat,star_is_acclaimed,star_is_panned,star_efficiency_cat
1626,Clockers,very-old,R,Crime,long,mid,high,mid,low,adult,high,True,False,high,adult,mid,True,False,mid
1627,Smoke,very-old,R,Comedy,medium,mid,very-high,low,mid,adult,low,True,True,mid,adult,mid,True,False,mid
1628,Tall Tale,very-old,PG,Adventure,medium,low,low,high,low,adult,low,True,False,mid,adult,high,False,True,high
1629,Kiss of Death,very-old,R,Crime,medium,mid,low,high,low,adult,low,False,False,mid,adult,low,False,False,none
1630,Home for the Holidays,very-old,PG-13,Comedy,medium,mid,high,mid,low,adult,low,False,False,mid,adult,low,True,False,high
1631,Angels and Insects,very-old,R,Drama,medium,low,high,low,low,adult,low,False,False,none,adult,low,False,False,none
1632,The Hunted,very-old,R,Action,medium,low,low,mid,low,adult,low,False,False,none,adult,high,False,True,low
1633,Restoration,very-old,R,Biography,medium,low,high,mid,low,adult,low,False,False,mid,adult,mid,True,False,low
1634,My Family,very-old,R,Drama,long,low,high,low,mid,adult,low,False,False,none,adult,low,False,False,none
1635,The Brothers McMullen,very-old,R,Comedy,medium,low,high,low,high,young,low,False,False,none,adult,low,False,False,none
1636,The Englishman Who Went Up a Hill But Came Down a Mountain,very-old,PG,Comedy,medium,mid,high,high,low,adult,low,False,False,none,adult,low,False,False,high
1637,Blue in the Face,very-old,R,Comedy,short,low,high,low,low,adult,low,False,False,none,adult,mid,True,False,mid
1638,Party Girl,very-old,R,Comedy,medium,low,high,low,high,young,low,False,False,none,young,low,False,False,none
1639,Losing Isaiah,very-old,R,Drama,medium,low,high,mid,low,adult,low,False,False,low,adult,low,False,False,low
1640,The Underneath,very-old,R,Crime,medium,low,low,low,low,adult,mid,True,False,high,adult,low,False,False,none
1641,The Pebble and the Penguin,very-old,G,Animation,short,low,low,mid,low,adult,mid,True,False,mid,adult,low,False,False,low
1642,Fluke,very-old,PG,Drama,medium,low,high,mid,low,adult,low,False,False,none,adult,mid,True,False,low
1643,Houseguest,very-old,PG,Comedy,medium,low,low,mid,mid,adult,low,False,False,mid,adult,low,False,False,none
1644,Bad Company,very-old,R,Crime,medium,low,very-low,mid,low,adult,low,False,False,none,adult,low,False,False,mid
1645,The White Balloon,very-old,Unrated,Drama,short,low,very-high,low,high,adult,low,False,False,none,young,low,False,False,none
1646,White Man's Burden,very-old,R,Drama,short,low,very-low,low,low,adult,low,False,False,none,adult,high,True,True,high
1647,Never Talk to Strangers,very-old,R,Crime,short,low,very-low,low,mid,elderly,low,False,False,none,adult,low,False,False,mid
1648,Top Dog,very-old,PG-13,Action,short,low,very-low,low,low,adult,low,False,False,none,adult,high,False,True,high
1649,The Incredibly True Adventure of Two Girls in Love,very-old,R,Comedy,medium,low,high,low,high,adult,low,False,False,none,young,low,False,False,none
1650,An Awfully Big Adventure,very-old,R,Comedy,medium,low,low,low,low,adult,low,False,False,high,adult,low,False,False,high
1651,Dr. Jekyll and Ms. Hyde,very-old,PG-13,Comedy,medium,low,very-low,low,low,adult,low,False,True,high,adult,low,False,False,none
1652,Jefferson in Paris,very-old,PG-13,Biography,long,low,low,mid,low,elderly,low,True,False,high,adult,high,False,True,mid
1653,Three Wishes,very-old,PG,Drama,medium,low,low,mid,low,adult,mid,False,False,high,adult,high,False,True,high
1654,New Jersey Drive,very-old,R,Crime,medium,low,high,low,low,adult,low,False,False,none,young,low,False,False,none
1655,Beyond Rangoon,very-old,R,Action,medium,low,high,mid,low,elderly,low,True,False,mid,young,low,False,False,none
1656,The Walking Dead,very-old,R,Action,short,low,very-low,mid,low,adult,low,False,False,none,young,low,False,False,mid
1657,Space Jam,very-old,PG,Animation,short,very-high,high,very-high,mid,adult,low,False,False,low,adult,low,False,False,none
1658,Independence Day,very-old,PG-13,Action,long,very-high,high,very-high,high,adult,low,False,False,mid,young,low,False,False,high
1659,Romeo + Juliet,very-old,PG-13,Drama,long,very-high,high,mid,high,adult,low,False,False,none,young,low,False,False,low
1660,Scream,very-old,R,Horror,medium,very-high,high,mid,high,adult,high,True,True,high,young,low,False,False,none
1661,Sleepers,very-old,R,Crime,long,very-high,very-high,high,high,adult,high,True,True,high,adult,high,True,False,mid
1662,From Dusk Till Dawn,very-old,R,Action,medium,very-high,high,mid,mid,young,mid,False,False,high,adult,high,True,False,mid
1663,Fargo,very-old,R,Crime,medium,very-high,very-high,low,high,adult,mid,True,False,mid,adult,low,False,False,none
1664,Mission: Impossible,very-old,PG-13,Action,medium,very-high,high,very-high,high,adult,high,True,False,mid,adult,high,True,True,high
1665,Matilda,very-old,PG,Comedy,medium,very-high,high,high,low,adult,mid,False,False,high,adult,mid,False,False,mid
1666,Twister,very-old,PG-13,Action,medium,very-high,high,very-high,high,adult,low,False,False,high,adult,low,False,False,none
1667,Happy Gilmore,very-old,PG-13,Comedy,medium,very-high,high,mid,high,adult,low,False,True,high,adult,low,False,False,mid
1668,101 Dalmatians,very-old,G,Adventure,medium,very-high,low,very-high,high,adult,mid,False,False,high,adult,low,True,False,mid
1669,Crash,very-old,Other,Drama,medium,high,high,low,low,adult,mid,True,False,mid,adult,low,False,False,high
1670,Jerry Maguire,very-old,R,Comedy,long,very-high,high,high,high,adult,low,False,False,none,adult,high,True,True,high
1671,The Rock,very-old,R,Action,long,very-high,very-high,very-high,high,adult,low,False,False,high,elderly,high,True,False,mid
1672,A Time to Kill,very-old,R,Crime,long,very-high,very-high,high,high,adult,high,True,True,mid,young,low,False,False,none
1673,The Craft,very-old,R,Drama,medium,high,high,mid,mid,adult,low,False,False,mid,young,low,False,False,none
1674,Primal Fear,very-old,R,Crime,long,very-high,very-high,high,high,adult,low,False,False,none,adult,high,False,True,mid
1675,Mars Attacks!,very-old,PG-13,Comedy,medium,very-high,low,very-high,mid,adult,high,True,False,high,adult,high,True,True,mid
1676,The English Patient,very-old,R,Drama,long,very-high,very-high,mid,high,adult,low,False,False,low,adult,low,True,False,low
1677,The Long Kiss Goodnight,very-old,R,Action,long,high,high,very-high,mid,adult,high,False,True,mid,adult,low,False,True,low
1678,Bottle Rocket,very-old,R,Comedy,medium,high,high,low,low,young,low,False,False,none,young,low,False,False,none
1679,Stealing Beauty,very-old,R,Drama,medium,mid,high,mid,low,adult,low,False,False,low,adult,mid,False,False,low
1680,Bound,very-old,R,Crime,medium,high,high,low,low,adult,low,False,False,none,adult,low,False,False,none
1681,Sling Blade,very-old,R,Drama,long,high,very-high,low,high,adult,low,False,False,none,adult,low,False,False,none
1682,The Mirror Has Two Faces,very-old,PG-13,Comedy,long,mid,high,high,low,adult,low,False,False,mid,adult,mid,False,False,mid
1683,The Birdcage,very-old,R,Comedy,medium,high,high,high,high,elderly,high,False,False,mid,adult,high,True,True,high
1684,That Thing You Do!,very-old,PG,Comedy,medium,high,high,mid,mid,adult,low,False,False,none,adult,high,True,False,high
1685,The Island of Dr. Moreau,very-old,PG-13,Horror,medium,mid,very-low,high,mid,elderly,low,False,False,low,adult,low,False,False,none
1686,Kingpin,very-old,PG-13,Comedy,medium,high,high,mid,low,adult,low,False,False,none,adult,low,False,False,mid
1687,The Hunchback of Notre Dame,very-old,G,Animation,medium,very-high,high,very-high,high,adult,low,True,False,high,adult,mid,False,True,mid
1688,The Frighteners,very-old,R,Comedy,medium,high,high,high,low,adult,low,True,False,low,adult,high,True,False,high
1689,Eraser,very-old,R,Action,medium,very-high,low,very-high,mid,adult,mid,False,False,high,adult,high,True,True,high
1690,Striptease,very-old,R,Comedy,medium,mid,very-low,high,mid,adult,mid,False,False,mid,adult,mid,False,True,mid
1691,Star Trek: First Contact,very-old,PG-13,Action,medium,very-high,very-high,high,high,adult,low,False,False,none,adult,low,False,False,high
1692,Swingers,very-old,R,Comedy,medium,high,high,low,high,adult,low,False,False,none,young,low,False,False,none
1693,Escape from L.A.,very-old,R,Action,medium,high,low,high,low,adult,high,True,False,mid,adult,high,True,False,mid
1694,The Cable Guy,very-old,PG-13,Comedy,medium,very-high,low,high,mid,adult,low,False,False,mid,adult,mid,False,False,high
1695,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,very-old,R,Comedy,short,high,high,low,high,adult,low,False,False,none,young,low,False,False,none
1696,Thinner,very-old,R,Other,medium,mid,low,low,mid,adult,low,False,False,high,adult,low,False,True,low
1697,Hard Eight,very-old,R,Crime,medium,mid,high,low,low,young,low,False,False,none,elderly,low,False,False,none
1698,The Nutty Professor,very-old,PG-13,Comedy,medium,very-high,low,high,high,adult,low,False,False,high,adult,high,True,True,high
1699,Hamlet,very-old,PG-13,Drama,long,mid,very-high,mid,low,adult,mid,True,False,mid,adult,mid,True,False,mid
1700,Big Night,very-old,R,Drama,medium,mid,high,low,mid,adult,low,False,False,none,adult,low,False,False,none
1701,The Ghost and the Darkness,very-old,R,Adventure,medium,high,high,high,low,adult,mid,False,True,mid,adult,high,True,False,high
1702,Courage Under Fire,very-old,R,Action,medium,high,high,high,mid,adult,mid,True,False,high,adult,mid,True,False,low
1703,The First Wives Club,very-old,PG,Comedy,medium,mid,high,mid,high,adult,low,False,False,high,adult,mid,False,False,mid
1704,Set It Off,very-old,R,Action,long,mid,high,low,high,young,low,False,False,high,young,low,False,False,none
1705,James and the Giant Peach,very-old,PG,Animation,short,high,high,high,low,adult,low,True,False,high,young,low,False,False,none
1706,DragonHeart,very-old,PG-13,Action,medium,high,high,high,mid,adult,low,False,False,high,adult,mid,False,True,mid
1707,Executive Decision,very-old,R,Action,long,high,high,high,mid,adult,low,False,False,none,adult,high,True,False,mid
1708,Bio-Dome,very-old,PG-13,Comedy,short,mid,very-low,mid,low,young,low,False,False,none,young,low,False,False,none
1709,Jack,very-old,PG-13,Comedy,medium,high,low,high,mid,adult,high,True,False,mid,adult,high,True,True,high
1710,White Squall,very-old,PG-13,Adventure,long,mid,high,high,low,adult,high,True,False,mid,adult,high,True,False,mid
1711,Broken Arrow,very-old,R,Action,medium,high,low,high,high,adult,low,False,False,high,adult,high,True,True,high
1712,Emma,very-old,PG,Comedy,long,mid,high,low,high,adult,low,False,False,none,young,low,False,False,none
1713,Chain Reaction,very-old,PG-13,Action,medium,mid,low,high,mid,adult,mid,True,False,high,adult,high,False,False,high
1714,Kama Sutra: A Tale of Love,very-old,Unrated,Crime,medium,mid,low,low,mid,adult,low,False,False,none,young,low,False,False,none
1715,The Crucible,very-old,PG-13,Drama,long,mid,high,mid,low,adult,low,False,False,low,adult,mid,True,False,mid
1716,Waiting for Guffman,very-old,R,Comedy,short,mid,very-high,low,low,adult,low,False,False,low,adult,low,False,False,none
1717,Secrets & Lies,very-old,R,Comedy,long,mid,very-high,low,mid,adult,low,False,False,none,adult,low,False,False,none
1718,Daylight,very-old,PG-13,Action,medium,high,low,very-high,mid,adult,low,False,False,high,adult,high,True,True,high
1719,Last Man Standing,very-old,R,Action,medium,high,high,very-high,low,adult,high,False,False,mid,adult,high,True,True,mid
1720,The Arrival,very-old,PG-13,Other,medium,mid,low,mid,low,adult,low,False,False,none,adult,high,True,False,mid
1721,Ransom,very-old,R,Action,long,very-high,high,very-high,high,adult,high,True,False,high,adult,high,True,False,high
1722,Beavis and Butt-Head Do America,very-old,PG-13,Animation,short,high,high,mid,high,adult,low,False,False,none,adult,low,False,False,none
1723,Fly Away Home,very-old,PG,Adventure,medium,mid,high,mid,mid,adult,low,False,False,low,adult,low,False,False,mid
1724,Tin Cup,very-old,R,Comedy,long,mid,high,high,mid,adult,low,False,False,high,adult,high,True,False,high
1725,Barb Wire,very-old,R,Action,medium,mid,very-low,low,low,adult,low,False,False,none,young,low,False,False,none
1726,The Phantom,very-old,PG,Action,medium,mid,very-low,high,low,adult,mid,False,False,high,adult,low,False,False,mid
1727,The Fan,very-old,R,Action,medium,mid,low,high,low,adult,high,True,False,high,adult,high,True,False,mid
1728,Eye for an Eye,very-old,R,Crime,medium,mid,low,mid,mid,elderly,mid,False,True,mid,adult,mid,False,True,mid
1729,Trees Lounge,very-old,R,Comedy,medium,mid,high,low,low,adult,low,False,False,none,adult,low,True,False,mid
1730,The People vs. Larry Flynt,very-old,R,Biography,long,high,high,high,low,elderly,low,True,False,mid,adult,low,False,False,mid
1731,Freeway,very-old,R,Comedy,medium,mid,high,low,low,adult,low,False,False,none,young,low,False,False,none
1732,Kazaam,very-old,PG,Comedy,medium,mid,very-low,mid,low,adult,mid,False,False,mid,young,low,False,False,none
1733,Down Periscope,very-old,PG-13,Comedy,medium,mid,low,high,mid,adult,mid,False,True,mid,adult,low,False,False,none
1734,Mulholland Falls,very-old,R,Crime,medium,mid,low,mid,low,adult,low,False,False,none,adult,high,False,True,mid
1735,Jingle All the Way,very-old,PG,Adventure,short,high,low,very-high,mid,adult,low,False,True,high,adult,high,True,True,high
1736,She's the One,very-old,R,Comedy,medium,mid,low,low,mid,young,low,False,False,high,young,low,False,False,none
1737,Shine,very-old,PG-13,Biography,medium,high,very-high,low,high,adult,low,False,False,none,adult,low,False,False,none
1738,Maximum Risk,very-old,R,Action,medium,mid,low,mid,low,adult,low,False,False,low,adult,high,False,True,high
1739,Lone Star,very-old,R,Drama,long,mid,very-high,low,mid,adult,high,True,False,mid,adult,low,True,False,low
1740,Michael Collins,very-old,R,Biography,long,mid,high,mid,low,adult,mid,True,False,mid,adult,mid,True,False,high
1741,Phenomenon,very-old,PG,Drama,long,high,high,high,high,adult,mid,False,True,high,adult,high,True,True,high
1742,Harriet the Spy,very-old,PG,Comedy,medium,low,low,mid,mid,young,low,False,False,none,young,low,False,False,none
1743,Flipper,very-old,PG,Adventure,medium,mid,very-low,mid,low,adult,low,False,False,mid,adult,mid,False,False,high
1744,Evita,very-old,PG,Biography,long,mid,low,high,mid,adult,high,True,False,low,adult,low,False,True,low
1745,Bordello of Blood,very-old,R,Comedy,short,mid,very-low,mid,low,adult,low,False,False,none,adult,low,False,False,none
1746,Spy Hard,very-old,PG-13,Action,short,mid,very-low,mid,mid,adult,low,False,False,none,elderly,mid,True,False,high
1747,Marvin's Room,very-old,PG-13,Drama,medium,mid,high,mid,low,adult,low,False,False,none,adult,high,True,False,mid
1748,Multiplicity,very-old,PG-13,Comedy,medium,mid,low,high,low,adult,mid,True,True,high,adult,high,True,True,high
1749,Everyone Says I Love You,very-old,R,Comedy,medium,mid,high,mid,low,elderly,high,True,False,mid,elderly,high,True,False,low
1750,A Very Brady Sequel,very-old,PG-13,Comedy,medium,mid,low,mid,mid,adult,low,False,False,none,adult,low,False,False,mid
1751,The Crow: City of Angels,very-old,R,Action,short,mid,very-low,mid,mid,adult,low,False,False,none,adult,low,False,False,none
1752,Basquiat,very-old,R,Biography,medium,mid,high,low,low,adult,low,False,False,none,adult,low,False,False,none
1753,The Quest,very-old,PG-13,Action,medium,mid,low,high,mid,adult,low,False,False,none,adult,high,False,True,high
1754,Hellraiser: Bloodline,very-old,R,Horror,short,mid,very-low,low,mid,adult,low,False,False,none,adult,low,False,False,none
1755,Manny & Lo,very-old,R,Comedy,short,low,high,low,mid,adult,low,False,False,none,young,low,False,False,none
1756,The Chamber,very-old,R,Crime,medium,mid,low,high,low,adult,mid,True,True,low,young,low,False,False,none
1757,Blood and Wine,very-old,R,Crime,medium,low,low,mid,low,elderly,mid,False,True,low,adult,high,True,True,mid
1758,Jude,very-old,R,Drama,long,mid,high,low,low,adult,low,False,False,none,adult,low,False,False,none
1759,Bulletproof,very-old,R,Action,short,mid,low,mid,low,adult,mid,False,False,mid,adult,low,False,True,mid
1760,Mad Dog Time,very-old,R,Comedy,medium,low,very-low,low,low,adult,low,False,False,none,adult,low,False,False,none
1761,Mrs. Winterbourne,very-old,PG-13,Comedy,medium,low,low,mid,low,adult,high,False,True,mid,elderly,mid,True,False,high
1762,The Glimmer Man,very-old,R,Action,medium,mid,very-low,high,low,adult,low,False,False,none,adult,high,False,True,high
